No.    랭크,캐릭터 이름,CustomizeLv,체력,KB,속도,공격력,DPS,범위,빈도 F,발생 F  사거리  비용    재생산  특성
060-2,5超激レア,,ねこベビーズ,Lv 30 + 0,"88,400",2,9,"59,500","5,970",範囲,299,60,140,"3,150",15461810,対 浮いてる敵 エイリアン 30％の確率でふっとばす無効（止める）3500005950000520035002100[第2形態][超激レア][対浮][対エイリアン]
060-3,5超激レア,,ネコベビーカーズ,Lv 30 + 0,"105,400",2,12,"59,500","5,970",範囲,299,60,240,"3,150",15461810,対 浮いてる敵 エイリアン 30％の確率でふっとばす100％の確率でLv2波動（射程 532.5）無効（止める）3500005950000620035002100[第3形態][最上位形態][超激レア][対浮][対エイリアン]
067-1,5超激レア,,KHM48,Lv 30 + 0,"6,800",2,6,"3,060",448,範囲,205,26,380,"2,100",15261790,対 黒い敵 40％の確率で60～72F動きを止める180003060004001801400[第1形態][超激レア][対黒]
067-2,5超激レア,,ダークKHM48,Lv 30 + 0,"15,300",2,6,"8,227","1,204",範囲,205,26,380,"2,100",15261790,対 黒い敵 40％の確率で60～72F動きを止める484008227009004841400[第2形態][超激レア][対黒]
067-3,5超激レア,,KHM46,Lv 30 + 0,"15,300",2,6,"8,227","2,146",範囲,115,26,380,"2,100",636900,対 黒い敵 40％の確率で90～108F動きを止める484008227009004841400[第3形態][最上位形態][超激レア][対黒]
072-1,5超激レア,,真田幸村,Lv 30 + 0,"14,450",5,65,"14,025","3,071",範囲,137,1,170,"3,075",15461810,"2連続攻撃 12,750 1,2750（1F 8F）対 黒い敵 超ダメージ（与ダメ x3～4）7507508508252050[第1形態][超激レア][対黒]"
072-2,5超激レア,,武神・真田幸村,Lv 30 + 0,"28,900",5,65,"28,050","6,142",範囲,137,1,170,"3,075",15461810,"2連続攻撃 25,500 2,5500（1F 8F）対 黒い敵 超ダメージ（与ダメ x3～4）15001500170016502050[第2形態][超激レア][対黒]"
072-3,5超激レア,,飛翔の武神・真田幸村,Lv 30 + 0,"28,900",5,75,"42,075","9,214",範囲,137,1,170,"3,075",15461810,"2連続攻撃 38,250 3,8250（1F 8F）対 黒い敵 超ダメージ（与ダメ x3～4）22502250170024752050[第3形態][最上位形態][超激レア][対黒]"
073-1,5超激レア,,前田慶次,Lv 30 + 0,"25,500",2,8,"11,050","1,745",範囲,190,11,250,"3,585",20462310,対 黒い敵 打たれ強い（被ダメ 1/4～1/5）体力30％以下で攻撃力上昇（与ダメ x2）65000110500015006502390[第1形態][超激レア][対黒]
073-2,5超激レア,,武神・前田慶次,Lv 30 + 0,"64,600",2,8,"22,100","3,489",範囲,190,11,250,"3,585",20462310,対 黒い敵 打たれ強い（被ダメ 1/4～1/5）体力30％以下で攻撃力上昇（与ダメ x2）無効（波動）1300002210000380013002390[第2形態][超激レア][対黒]
073-3,5超激レア,,憤怒の武神・前田慶次,Lv 30 + 0,"98,600",2,8,"22,100","6,027",範囲,110,11,320,"3,585",20462310,対 黒い敵 打たれ強い（被ダメ 1/4～1/5）体力50％以下で攻撃力上昇（与ダメ x2）無効（波動）1300002210000580013002390[第3形態][最上位形態][超激レア][対黒]
074-1,5超激レア,,織田信長,Lv 30 + 0,"16,150",1,7,"7,650","2,068",範囲,111,82,410,"4,350",26462910,対 黒い敵 100％の確率で180～216F動きを止める450007650009504502900[第1形態][超激レア][対黒]
074-2,5超激レア,,武神・織田信長,Lv 30 + 0,"32,300",1,7,"15,300","4,135",範囲,111,82,410,"4,350",26462910,対 黒い敵 100％の確率で180～216F動きを止める90000153000019009002900[第2形態][超激レア][対黒]
074-3,5超激レア,,天魔・織田信長,Lv 30 + 0,"64,600",1,7,"20,400","5,514",範囲,111,82,410,"4,350",26462910,対 黒い敵 100％の確率で240～288F動きを止める1200002040000380012002900[第3形態][最上位形態][超激レア][対黒]
076-1,5超激レア,,風神のウィンディ,Lv 30 + 0,"13,600",6,6,"21,335","1,569",範囲,408,81,420,"4,425",30783342,対 浮いてる敵 超ダメージ（与ダメ x3～4）125500213350080012552950[第1形態][超激レア][対浮]
076-2,5超激レア,,風神のウィンディα,Lv 30 + 0,"25,500",6,6,"43,435","3,194",範囲,408,81,420,"4,425",30783342,対 浮いてる敵 超ダメージ（与ダメ x3～4）2555004343500150025552950[第2形態][超激レア][対浮]
076-3,5超激レア,,疾風神のウィンディα,Lv 30 + 0,"51,000",6,12,"68,935","5,069",範囲,408,81,450,"4,425",30783342,対 浮いてる敵 超ダメージ（与ダメ x3～4）4055006893500300040552950[第3形態][最上位形態][超激レア][対浮]
077-1,5超激レア,,雷神のサンディア,Lv 30 + 0,"13,600",5,5,"21,335","1,612",範囲,397,90,410,"4,410",31903454,対 赤い敵 超ダメージ（与ダメ x3～4）125500213350080012552940[第1形態][超激レア][対赤]
077-2,5超激レア,,雷神のサンディアβ,Lv 30 + 0,"25,500",5,5,"43,435","3,282",範囲,397,90,410,"4,410",31903454,対 赤い敵 超ダメージ（与ダメ x3～4）2555004343500150025552940[第2形態][超激レア][対赤]
077-3,5超激レア,,迅雷神のサンディアβ,Lv 30 + 0,"51,000",5,10,"68,935","5,209",範囲,397,90,440,"4,410",31903454,対 赤い敵 超ダメージ（与ダメ x3～4）4055006893500300040552940[第3形態][最上位形態][超激レア][対赤]
084-1,5超激レア,,地龍ソドム,Lv 30 + 0,"101,150",2,3,"73,865","5,353",範囲,414,65,390,"6,450",39464210,対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）対 浮いてる敵 50％の確率でふっとばす無効（ふっとばす）4345007386500595043454300[第1形態][超激レア][対浮]
084-2,5超激レア,,地龍王ソドム,Lv 30 + 0,"101,150",2,3,"73,865","5,353",範囲,414,65,390,"6,450",39464210,対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）対 浮いてる敵 50％の確率でふっとばす無効（ふっとばす）4345007386500595043454300[第2形態][超激レア][対浮]
084-3,5超激レア,,地龍皇帝ソドム,Lv 30 + 0,"118,150",2,4,"73,865","6,088",範囲,364,65,415,"6,450",39464210,対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）対 浮いてる敵 100％の確率でふっとばす無効（ふっとばす）4345007386500695043454300[第3形態][最上位形態][超激レア][対浮]
085-1,5超激レア,,聖龍メギドラ,Lv 30 + 0,"64,600",3,15,"25,465","5,305",範囲,144,55,410,"5,700",45464810,対 浮いてる敵 50％の確率でふっとばす対 浮いてる敵 50％の確率で150～180F動きを遅くする1498002546500380014983800[第1形態][超激レア][対浮]
085-2,5超激レア,,聖龍王メギドラ,Lv 30 + 0,"64,600",3,15,"25,465","5,305",範囲,144,55,410,"5,700",45464810,対 浮いてる敵 50％の確率でふっとばす対 浮いてる敵 50％の確率で150～180F動きを遅くする1498002546500380014983800[第2形態][超激レア][対浮]
085-3,5超激レア,,聖龍皇帝メギドラ,Lv 30 + 0,"81,600",3,20,"29,715","6,191",範囲,144,55,425,"5,700",45464810,対 浮いてる敵 50％の確率でふっとばす対 浮いてる敵 50％の確率で150～180F動きを遅くする1748002971500480017483800[第3形態][最上位形態][超激レア][対浮]
086-1,5超激レア,,竜騎士バルス,Lv 30 + 0,"61,200",3,9,"23,765","4,401",範囲,162,43,445,"5,610",43464610,対 黒い敵 50％の確率でふっとばす対 黒い敵 50％の確率で150～180F動きを遅くする1398002376500360013983740[第1形態][超激レア][対黒]
086-2,5超激レア,,竜騎士王バルス,Lv 30 + 0,"61,200",3,9,"23,765","4,401",範囲,162,43,445,"5,610",43464610,対 黒い敵 50％の確率でふっとばす対 黒い敵 50％の確率で150～180F動きを遅くする1398002376500360013983740[第2形態][超激レア][対黒]
086-3,5超激レア,,竜騎士皇帝バルス,Lv 30 + 0,"76,500",3,9,"29,715","5,503",範囲,162,43,460,"5,610",43464610,対 黒い敵 50％の確率でふっとばす対 黒い敵 50％の確率で150～180F動きを遅くする1748002971500450017483740[第3形態][最上位形態][超激レア][対黒]
087-1,5超激レア,,神龍かむくら,Lv 30 + 0,"68,000",3,5,"42,227","4,476",範囲,283,60,450,"6,150",45464810,対 赤い敵 50％の確率でふっとばす対 赤い敵 50％の確率で150～180F動きを遅くする2484004222700400024844100[第1形態][超激レア][対赤]
087-2,5超激レア,,神龍王かむくら,Lv 30 + 0,"68,000",3,5,"42,227","4,476",範囲,283,60,450,"6,150",45464810,対 赤い敵 50％の確率でふっとばす対 赤い敵 50％の確率で150～180F動きを遅くする2484004222700400024844100[第2形態][超激レア][対赤]
087-3,5超激レア,,神龍皇帝かむくら,Lv 30 + 0,"85,000",3,5,"42,227","5,213",範囲,243,60,475,"6,150",45464810,対 赤い敵 50％の確率でふっとばす対 赤い敵 50％の確率で150～180F動きを遅くする2484004222700500024844100[第3形態][最上位形態][超激レア][対赤]
088-1,5超激レア,,竜戦機ライデン,Lv 30 + 0,"51,000",3,12,"25,755","5,990",範囲,129,40,385,"4,920",37063970,対 赤い敵 100％の確率でふっとばす1515002575500300015153280[第1形態][超激レア][対赤]
088-2,5超激レア,,竜戦機王ライデン,Lv 30 + 0,"51,000",3,12,"25,755","5,990",範囲,129,40,385,"4,920",37063970,対 赤い敵 100％の確率でふっとばす1515002575500300015153280[第2形態][超激レア][対赤]
088-3,5超激レア,,竜戦機皇帝ライデン,Lv 30 + 0,"68,000",3,15,"25,755","5,990",範囲,129,40,415,"4,920",37063970,対 赤い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）対 赤い敵 100％の確率でふっとばす1515002575500400015153280[第3形態][最上位形態][超激レア][対赤]
090-1,5超激レア,,ニムエ,Lv 30 + 0,"13,565",5,5,"21,130","1,561",範囲,406,63,408,"4,335",31903454,対 赤い敵 超ダメージ（与ダメ x3～4）124300211300079812432890[第1形態][超激レア][対赤]
090-2,5超激レア,,帰化型ニムエ,Lv 30 + 0,"25,295",5,5,"43,180","3,191",範囲,406,63,408,"4,335",31903454,対 赤い敵 超ダメージ（与ダメ x3～4）2540004318000148825402890[第2形態][最上位形態][超激レア][対赤]
091-1,5超激レア,,猿王,Lv 30 + 0,"37,060",3,12,"27,880","12,484",単体,67,30,177,"2,985",8561120,-1640002788000218016401990[第1形態][超激レア]
091-2,5超激レア,,SSS猿王,Lv 30 + 0,"48,450",3,12,"37,605","16,838",単体,67,30,177,"2,985",8561120,-2212003760500285022121990[第2形態][最上位形態][超激レア]
106-1,5超激レア,,猿帝のクウ,Lv 30 + 0,"23,800",5,13,"39,780","2,214",範囲,539,60,380,"4,200",39464210,対 赤い敵 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）2340003978000140023402800[第1形態][超激レア][対赤][対黒]
106-2,5超激レア,,猿帝のクウγ,Lv 30 + 0,"39,100",5,13,"62,900","3,501",範囲,539,60,380,"4,200",39464210,対 赤い敵 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）3700006290000230037002800[第2形態][超激レア][対赤][対黒]
106-3,5超激レア,,金猿帝のクウγ,Lv 30 + 0,"73,100",5,13,"79,900","5,222",範囲,459,60,410,"4,200",39464210,対 赤い敵 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）無効（攻撃力低下）4700007990000430047002800[第3形態][最上位形態][超激レア][対赤][対黒]
107-1,5超激レア,,召し豚のカイ,Lv 30 + 0,"73,100",2,8,"52,870","5,035",範囲,315,76,175,"3,990",21462410,対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）100％の確率で1度だけ生き残る3110005287000430031102660[第1形態][超激レア][対浮]
107-2,5超激レア,,召し豚のカイμ,Lv 30 + 0,"96,900",2,8,"84,830","8,079",範囲,315,76,175,"3,990",21462410,対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）100％の確率で1度だけ生き残る4990008483000570049902660[第2形態][超激レア][対浮]
107-3,5超激レア,,召し猪のカイμ,Lv 30 + 0,"193,800",2,16,"118,830","11,317",範囲,315,76,175,"3,990",21462410,対 浮いてる敵 打たれ強い（被ダメ 1/4～1/5）100％の確率で1度だけ生き残る無効（ふっとばす）699000118830001140069902660[第3形態][最上位形態][超激レア][対浮]
108-1,5超激レア,,宝杖のカッパーマイン,Lv 30 + 0,"21,590",3,7,"18,020","2,860",範囲,189,100,335,"3,720",19862250,対 浮いてる敵 50％の確率で140～168F動きを止める1060001802000127010602480[第1形態][超激レア][対浮]
108-2,5超激レア,,宝杖のカッパーκ,Lv 30 + 0,"33,320",3,7,"25,840","4,102",範囲,189,100,335,"3,720",19862250,対 浮いてる敵 50％の確率で140～168F動きを止める1520002584000196015202480[第2形態][超激レア][対浮]
108-3,5超激レア,,光宝杖のカッパーκ,Lv 30 + 0,"45,050",3,7,"33,660","5,343",範囲,189,100,410,"3,720",19862250,対 浮いてる敵 75％の確率で140～168F動きを止める無効（止める）1980003366000265019802480[第3形態][最上位形態][超激レア][対浮]
120-1,5超激レア,,ワイバーン,Lv 30 + 0,"21,250",3,8,"18,190","4,510",範囲,121,55,370,"4,470",28463110,対 黒い敵 超ダメージ（与ダメ x3～4）1070001819000125010702980[第1形態][超激レア][対黒]
120-2,5超激レア,,ニャイバーン,Lv 30 + 0,"39,100",3,8,"26,860","6,660",範囲,121,55,370,"4,470",28463110,対 黒い敵 超ダメージ（与ダメ x3～4）1580002686000230015802980[第2形態][最上位形態][超激レア][対黒]
125-1,5超激レア,,伊達政宗,Lv 30 + 0,"23,800",3,16,"11,492","3,252",範囲,106,47,395,"4,200",37063970,対 赤い敵 黒い敵 40％の確率でふっとばす67600114920014006762800[第1形態][超激レア][対赤][対黒]
125-2,5超激レア,,武神・伊達政宗,Lv 30 + 0,"39,100",3,16,"16,795","4,709",範囲,107,48,395,"4,200",37063970,対 赤い敵 黒い敵 40％の確率でふっとばす98800167950023009882800[第2形態][超激レア][対赤][対黒]
125-3,5超激レア,,邪眼竜の武神・伊達政宗,Lv 30 + 0,"54,400",3,16,"22,100","6,196",範囲,107,48,425,"4,200",37063970,対 赤い敵 黒い敵 40％の確率でふっとばす1300002210000320013002800[第3形態][最上位形態][超激レア][対赤][対黒]
126-1,5超激レア,,武田信玄,Lv 30 + 0,"66,300",2,7,"44,200","5,790",範囲,229,110,440,"5,985",48465110,対 黒い敵 エイリアン のみに攻撃2600004420000390026003990[第1形態][超激レア][対黒][対エイリアン]
126-2,5超激レア,,武神・武田信玄,Lv 30 + 0,"100,300",2,7,"100,470","13,105",範囲,230,111,440,"5,985",48465110,対 黒い敵 エイリアン のみに攻撃59100010047000590059103990[第2形態][超激レア][対黒][対エイリアン]
126-3,5超激レア,,猛牛の武神・武田信玄,Lv 30 + 0,"134,300",2,7,"128,605","16,775",範囲,230,111,470,"5,985",48465110,対 黒い敵 エイリアン のみに攻撃75650012860500790075653990[第3形態][最上位形態][超激レア][対黒][対エイリアン]
135-1,5超激レア,,うらしまタロウ,Lv 30 + 0,"13,090",3,5,"5,440","2,331",範囲,70,11,330,"1,170",266530,対 黒い敵 天使 打たれ強い（被ダメ 1/4～1/5）32000544000770320780[第1形態][超激レア][対黒][対天使]
135-2,5超激レア,,竜宮獣ガメレオン,Lv 30 + 0,"197,200",3,5,"30,600","4,613",範囲,199,60,360,"4,875",49465210,対 黒い敵 天使 打たれ強い（被ダメ 1/4～1/5）18000030600001160018003250[第2形態][超激レア][対黒][対天使]
135-3,5超激レア,,竜宮超獣キングガメレオン,Lv 30 + 0,"246,500",3,5,"38,250","5,766",範囲,199,60,380,"4,875",49465210,対 黒い敵 天使 打たれ強い（被ダメ 1/4～1/5）無効（攻撃力低下）22500038250001450022503250[第3形態][最上位形態][超激レア][対黒][対天使]
136-1,5超激レア,,ツルの恩返し,Lv 30 + 0,"9,435",3,4,"4,080","5,100",範囲,24,5,200,832,206470,対 浮いてる敵 天使 20％の確率でふっとばす24000408000555240555[第1形態][超激レア][対浮][対天使]
136-2,5超激レア,,銀河戦士コスモ,Lv 30 + 0,"27,200",4,54,"39,950","1,933",範囲,620,321,850,"5,850",39464210,対 浮いてる敵 天使 100％の確率でふっとばす2350003995000160023503900[第2形態][超激レア][対浮][対天使]
136-3,5超激レア,,究極戦士コズミックコスモ,Lv 30 + 0,"27,200",4,54,"56,950","2,756",範囲,620,321,850,"5,850",39464210,対 浮いてる敵 天使 100％の確率でふっとばす対 浮いてる敵 天使 100％の確率で150～180F動きを止める3350005695000160033503900[第3形態][最上位形態][超激レア][対浮][対天使]
137-1,5超激レア,,ももたろう,Lv 30 + 0,"12,240",3,10,"5,202","1,975",範囲,79,20,280,900,146410,対 赤い敵 天使 30％の確率で70～84F動きを止める30600520200720306600[第1形態][超激レア][対赤][対天使]
137-2,5超激レア,,爆走兄弟ピーチスター,Lv 30 + 0,"54,400",4,44,"12,750","2,833",範囲,135,36,405,"3,600",17462010,対 赤い敵 天使 30％の確率で100～120F動きを止める75000127500032007502400[第2形態][超激レア][対赤][対天使]
137-3,5超激レア,,爆走兄弟ピーチジャスティス,Lv 30 + 0,"68,000",4,48,"19,550","4,344",範囲,135,36,435,"3,600",17462010,対 赤い敵 天使 40％の確率で100～120F動きを止める1150001955000400011502400[第3形態][最上位形態][超激レア][対赤][対天使]
138-1,5超激レア,,かさじぞう,Lv 30 + 0,"15,300",3,14,"6,800","2,082",範囲,98,19,320,750,126390,対 黒い敵 天使 超ダメージ（与ダメ x3～4）40000680000900400500[第1形態][超激レア][対黒][対天使]
138-2,5超激レア,,地蔵要塞カムイ,Lv 30 + 0,"98,600",2,4,"81,600","4,886",範囲,501,102,450,"5,925",45464810,対 黒い敵 天使 超ダメージ（与ダメ x3～4）4800008160000580048003950[第2形態][超激レア][対黒][対天使]
138-3,5超激レア,,地蔵要塞ゼロカムイ,Lv 30 + 0,"115,600",2,4,"81,600","6,105",範囲,401,46,485,"5,925",45464810,"3連続攻撃 10,200 10,200 61,200（46F 73F 140F）対 黒い敵 天使 超ダメージ（与ダメ x3～4）6006003600680048003950[第3形態][最上位形態][超激レア][対黒][対天使]"
139-1,5超激レア,,かぐやひめ,Lv 30 + 0,"7,650",3,8,"4,250","2,833",範囲,45,6,280,600,226490,対 メタルな敵 天使 20％の確率で70～84F動きを遅くする25000425000450250400[第1形態][超激レア][対メタル][対天使]
139-2,5超激レア,,破壊衛星デスムーン,Lv 30 + 0,"37,400",4,7,"40,800","4,419",範囲,277,98,425,"4,800",42464510,対 メタルな敵 天使 50％の確率で110～132F動きを遅くする2400004080000220024003200[第2形態][超激レア][対メタル][対天使]
139-3,5超激レア,,破壊衛星カオスムーン,Lv 30 + 0,"47,600",4,7,"51,000","5,523",範囲,277,98,455,"4,800",42464510,対 メタルな敵 天使 100％の確率で110～132F動きを遅くする3000005100000280030003200[第3形態][最上位形態][超激レア][対メタル][対天使]
144-1,5超激レア,,ねこナース,Lv 30 + 0,"17,850",3,6,"17,935","2,717",範囲,198,99,435,"4,350",36463910,対 黒い敵 浮いてる敵 50％の確率でふっとばす対 黒い敵 浮いてる敵 50％の確率で120～144F動きを遅くする1055001793500105010552900[第1形態][超激レア][対黒][対浮]
144-2,5超激レア,,ハートフルねこナース,Lv 30 + 0,"38,250",3,6,"34,085","5,164",範囲,198,99,435,"4,350",36463910,対 黒い敵 浮いてる敵 50％の確率でふっとばす対 黒い敵 浮いてる敵 50％の確率で120～144F動きを遅くする2005003408500225020052900[第2形態][超激レア][対黒][対浮]
144-3,5超激レア,,ジョイフルねこナース,Lv 30 + 0,"48,450",3,12,"38,335","5,808",範囲,198,99,460,"4,350",36463910,対 黒い敵 浮いてる敵 50％の確率でふっとばす対 黒い敵 浮いてる敵 50％の確率で120～144F動きを遅くする2255003833500285022552900[第3形態][最上位形態][超激レア][対黒][対浮]
159-1,5超激レア,,上杉謙信,Lv 30 + 0,"47,260",3,13,"16,235","3,359",範囲,145,36,405,"5,475",43464610,対 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）対 黒い敵 100％の確率でふっとばす95500162350027809553650[第1形態][超激レア][対黒]
159-2,5超激レア,,武神・上杉謙信,Lv 30 + 0,"56,780",3,13,"27,575","5,705",範囲,145,36,405,"5,475",43464610,対 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）対 黒い敵 100％の確率でふっとばす1622002757500334016223650[第2形態][超激レア][対黒]
159-3,5超激レア,,暴威の武神・上杉謙信,Lv 30 + 0,"75,820",3,18,"27,575","6,413",範囲,129,36,405,"5,475",43464610,対 黒い敵 めっぽう強い（与ダメ x1.5～1.8 被ダメ 1/2～1/2.5）対 黒い敵 100％の確率でふっとばす1622002757500446016223650[第3形態][最上位形態][超激レア][対黒]
160-1,5超激レア,,冥界のカリファ,Lv 30 + 0,"25,840",5,27,"18,700","3,715",範囲,151,40,325,"4,125",19462210,対 天使 超ダメージ（与ダメ x3～4）1100001870000152011002750[第1形態][超激レア][対天使]
160-2,5超激レア,,冥界のXカリファ,Lv 30 + 0,"43,180",5,27,"30,600","6,079",範囲,151,40,325,"4,125",19462210,対 天使 超ダメージ（与ダメ x3～4）1800003060000254018002750[第2形態][超激レア][対天使]
160-3,5超激レア,,冥界のXXカリファ,Lv 30 + 0,"43,180",5,27,"42,500","8,444",範囲,151,40,355,"4,125",19462210,対 天使 超ダメージ（与ダメ x3～4）2500004250000254025002750[第3形態][最上位形態][超激レア][対天使]
162-1,5超激レア,,狂乱のケリ姫,Lv 30 + 0,"6,800",2,32,"5,100",630,範囲,243,4,680,"3,300",35863850,対 メタルな敵 40％の確率でふっとばす300005100004003002200[第1形態][超激レア][対メタル]
162-2,5超激レア,,狂乱のケリ姫CC,Lv 30 + 0,"15,300",2,32,"7,140",881,範囲,243,4,680,"3,300",35863850,対 メタルな敵 40％の確率でふっとばす420007140009004202200[第2形態][超激レア][対メタル]
162-3,5超激レア,,大狂乱のケリ姫,Lv 30 + 0,"23,800",2,32,"7,140","1,055",範囲,203,4,780,"3,300",35863850,対 メタルな敵 50％の確率でふっとばす4200071400014004202200[第3形態][最上位形態][超激レア][対メタル]
169-1,5超激レア,,アシルガ,Lv 30 + 0,"8,500",5,5,"2,550",933,単体,82,13,140,"4,500",7461010,-150002550005001503000[第1形態][超激レア]
169-2,5超激レア,,アシランパサラン,Lv 30 + 0,"18,700",1,4,"5,660",459,範囲,370,151,750,"4,500",974610010,対 全敵（無 魔 使 除く） 100％の確率で90～108F動きを遅くする3330056600011003333000[第2形態][超激レア][対白][対赤][対黒][対浮][対メタル][対天使][対エイリアン][対ゾンビ][対古代種][対悪魔]
169-3,5超激レア,,アタタタアシラン,Lv 30 + 0,"18,700",1,4,"5,660",459,範囲,370,151,"1,250","4,500",974610010,対 全敵（無 魔 使 除く） 100％の確率で90～108F動きを遅くする3330056600011003333000[第3形態][最上位形態][超激レア][対白][対赤][対黒][対浮][対メタル][対天使][対エイリアン][対ゾンビ][対古代種][対悪魔]
170-1,5超激レア,,クビルガ,Lv 30 + 0,"8,500",5,4,"2,550",933,単体,82,13,140,"4,500",7461010,-150002550005001503000[第1形態][超激レア]
